course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,students_enrolled_numeric,combined_features,difficulty_encoded,certificate_encoded,popularity_score,cluster
vital signs understanding what the body is telling us,university of pennsylvania,course,4.8,mixed,190k,190000.0,vital signs understanding what the body is telling us university of pennsylvania course mixed,3,0,0.6519755014226263,7
web applications for everybody,university of michigan,specialization,4.8,intermediate,120k,120000.0,web applications for everybody university of michigan specialization intermediate,2,2,0.5933299427069119,2
web design for everybody basics of web development coding,university of michigan,specialization,4.7,beginner,280k,280000.0,web design for everybody basics of web development coding university of michigan specialization beginner,1,2,0.6823191474853916,3
weight management beyond balancing calories,emory university,course,4.7,beginner,34k,34000.0,weight management beyond balancing calories emory university course beginner,1,0,0.4132427319007079,3
what is contemporary art,the museum of modern art,course,4.7,beginner,120k,120000.0,what is contemporary art the museum of modern art course beginner,1,0,0.5741868008268618,3
what future for education,ucl institute of education,course,4.7,mixed,35k,35000.0,what future for education ucl institute of education course mixed,3,0,0.4169420415334435,7
what is compliance,university of pennsylvania,course,4.8,mixed,6.2k,6200.0,what is compliance university of pennsylvania course mixed,3,0,0.2152159434553784,7
what is data science,ibm,course,4.7,beginner,260k,260000.0,what is data science ibm course beginner,1,0,0.672861453043418,5
what is social,northwestern university,course,4.6,mixed,94k,94000.0,what is social northwestern university course mixed,3,0,0.5238793060273816,7
wine tasting sensory techniques for wine analysis,university of california davis,course,4.7,beginner,32k,32000.0,wine tasting sensory techniques for wine analysis university of california davis course beginner,1,0,0.4055059949118766,9
wonders of ancient egypt,university of pennsylvania,course,4.8,intermediate,17k,17000.0,wonders of ancient egypt university of pennsylvania course intermediate,2,0,0.3439295283642924,7
write a feature length screenplay for film or television,michigan state university,course,4.9,beginner,12k,12000.0,write a feature length screenplay for film or television michigan state university course beginner,1,0,0.3186245682120687,0
write professional emails in english,georgia institute of technology,course,4.7,mixed,270k,270000.0,write professional emails in english georgia institute of technology course mixed,3,0,0.6776778912183663,7
write your first novel,michigan state university,course,4.4,beginner,18k,18000.0,write your first novel michigan state university course beginner,1,0,0.2746511546445385,0
writing in the sciences,stanford university,course,4.9,beginner,140k,140000.0,writing in the sciences stanford university course beginner,1,0,0.6321457882240371,3
e learning ecologies innovative approaches to teaching and learning for the digital age,university of illinois at urbana champaign,course,4.5,mixed,17k,17000.0,e learning ecologies innovative approaches to teaching and learning for the digital age university of illinois at urbana champaign course mixed,3,0,0.2865001027241414,1
ios app development with swift,university of toronto,specialization,3.9,intermediate,76k,76000.0,ios app development with swift university of toronto specialization intermediate,2,2,0.362750342135727,2
qu hacen los buenos directivos prioridades de la alta direcci n,iese business school,course,4.7,beginner,25k,25000.0,qu hacen los buenos directivos prioridades de la alta direcci n iese business school course beginner,1,0,0.374002594912949,6
tudier en france french intermediate course b1 b2,cole polytechnique,course,4.8,intermediate,190k,190000.0,tudier en france french intermediate course b1 b2 cole polytechnique course intermediate,2,0,0.6519755014226263,2
xito profesional,university of california irvine,specialization,4.5,beginner,69k,69000.0,xito profesional university of california irvine specialization beginner,1,2,0.4652777556028535,9
,saint petersburg state university,specialization,4.6,beginner,14k,14000.0, saint petersburg state university specialization beginner,1,2,0.2808664789580946,0
c,e learning development fund,specialization,4.9,intermediate,68k,68000.0,c e learning development fund specialization intermediate,2,2,0.5399872377316983,2
,national research university higher school of economics,specialization,4.5,beginner,16k,16000.0, national research university higher school of economics specialization beginner,1,2,0.2787636003112919,6
python,e learning development fund,course,4.8,beginner,67k,67000.0,python e learning development fund course beginner,1,0,0.5189534086018535,2
,e learning development fund,specialization,4.7,intermediate,77k,77000.0, e learning development fund specialization intermediate,2,2,0.5175637267824018,2
digital,national research university higher school of economics,specialization,4.5,intermediate,19k,19000.0,digital national research university higher school of economics specialization intermediate,2,2,0.3006940333030257,6
python,national research university higher school of economics,course,4.6,beginner,83k,83000.0,python national research university higher school of economics course beginner,1,0,0.5079965264940678,6
c,e learning development fund,course,4.9,intermediate,41k,41000.0,c e learning development fund course intermediate,2,0,0.475420488905323,2
python,moscow institute of physics and technology,course,4.7,intermediate,45k,45000.0,python moscow institute of physics and technology course intermediate,2,0,0.4490142163095365,2
python,mail ru group,specialization,4.5,intermediate,52k,52000.0,python mail ru group specialization intermediate,2,2,0.4291791439607753,2
psycholinguistics,saint petersburg state university,course,4.8,mixed,21k,21000.0,psycholinguistics saint petersburg state university course mixed,3,0,0.3708955649179346,0
javascript,e learning development fund,specialization,4.5,intermediate,30k,30000.0,javascript e learning development fund specialization intermediate,2,2,0.3589835099077265,2
,saint petersburg state university,specialization,4.6,intermediate,9.8k,9800.0, saint petersburg state university specialization intermediate,2,2,0.2353511916704,0
,national research university higher school of economics,specialization,4.7,beginner,38k,38000.0, national research university higher school of economics specialization beginner,1,2,0.4274370575578539,6
